RR;ETPP;TMC;RG;date;Time;PARi
0;0;-2.8;300.70011621803;01/01/1993;1;1.44336055784654
0;1;-2.3;751;02/01/1993;2;3.6048
0;0.4;-6.7;711;03/01/1993;3;3.4128
0;0.4;-5.4;541;04/01/1993;4;2.5968
0;0.6;-0.5;430;05/01/1993;5;2.064
0;0.584491672116088;5;492;06/01/1993;6;2.3616
0;0;4.8;505;07/01/1993;7;2.424
0.2;0.0595594525052431;3;84;08/01/1993;8;0.4032
0;0.302144598207213;1.6;385;09/01/1993;9;1.848
0.2;0.6;4.2;565;10/01/1993;10;2.712
0.4;1.1;7.1;181;11/01/1993;11;0.8688
8.6;0.147987470363011;6.5;62;12/01/1993;12;0.2976
0;0.1;6.7;511;13/01/1993;13;2.4528
2;0.263907989650263;6.1;171;14/01/1993;14;0.8208
0;0.8;7.9;709;15/01/1993;15;3.4032
0;1.6;6.6;770;16/01/1993;16;3.696
0;0.973314105279054;5.3;819;17/01/1993;17;3.9312
0;0.807243896917204;3.3;792;18/01/1993;18;3.8016
0;0.353478789983388;2.1;413;19/01/1993;19;1.9824
0;0.1;2.2;438;20/01/1993;20;2.1024
0;0;4.7;781;21/01/1993;21;3.7488
0;0.745726083326748;2;819;22/01/1993;22;3.9312
2;0.129684740275128;2.4;174;23/01/1993;23;0.8352
3;0.0993239872424163;3.6;103;24/01/1993;24;0.4944
4.8;0.26611854229113;2.6;302;25/01/1993;25;1.4496
0.4;0.3;-2.2;802;26/01/1993;26;3.8496
1.2;0;-1.1;98;27/01/1993;27;0.4704
0;0.392040757272924;1.8;468;28/01/1993;28;2.2464
0;0.5;3.4;773;29/01/1993;29;3.7104
0;1.3;6;923;30/01/1993;30;4.4304
0;0.5;3.5;336;31/01/1993;31;1.6128
0;0.9;2.7;993;01/02/1993;32;4.7664
0;1.2;3.8;1033;02/02/1993;33;4.9584
0;1.5;4.8;1009;03/02/1993;34;4.8432
0;2.2;3.5;756;04/02/1993;35;3.6288
0;1.4;3.5;861;05/02/1993;36;4.1328
0;1.1;4.2;752;06/02/1993;37;3.6096
0;1.2;2.8;1098;07/02/1993;38;5.2704
0;1.1;4.7;859;08/02/1993;39;4.1232
0;0.6;4.3;521;09/02/1993;40;2.5008
0;0.5;3.8;611;10/02/1993;41;2.9328
0;1.1;5.2;874;11/02/1993;42;4.1952
0;1.3;3.8;1203;12/02/1993;43;5.7744
0;1;3.7;1190;13/02/1993;44;5.712
0;1.1;2.8;1250;14/02/1993;45;6
0;1;0.3;1278;15/02/1993;46;6.1344
0;0.8;0.6;529;16/02/1993;47;2.5392
0;0.5;-0.3;800;17/02/1993;48;3.84
0;0.7;1.3;1043;18/02/1993;49;5.0064
0;0;-2.4;195;19/02/1993;50;0.936
0;0.8;-0.6;750;20/02/1993;51;3.6
1.6;0.2;-2.9;225;21/02/1993;52;1.08
0.2;0.4;-5.2;804;22/02/1993;53;3.8592
3;0.5;-6.1;1131;23/02/1993;54;5.4288
0;0.6;-10.2;1457;24/02/1993;55;6.9936
0;0.7;-9.2;1550;25/02/1993;56;7.44
1;0.7;-6.1;1331;26/02/1993;57;6.3888
2;0.6;-2;1166;27/02/1993;58;5.5968
2;0.4;-6.3;753;28/02/1993;59;3.6144
0;0.6;-4;631;01/03/1993;60;3.0288
0;0.6;-0.1;861;02/03/1993;61;4.1328
0;0;-2.5;223;03/03/1993;62;1.0704
0;0.5;-4.5;882;04/03/1993;63;4.2336
0;1.2;-4.4;1675;05/03/1993;64;8.04
0;0.9;-3.5;1329;06/03/1993;65;6.3792
0;1.27482473150977;1.1;1452;07/03/1993;66;6.9696
0;1.8;2.5;1784;08/03/1993;67;8.5632
0;1.6;2.8;1416;09/03/1993;68;6.7968
0;1.9;2.6;1713;10/03/1993;69;8.2224
0;1.9;3.6;1691;11/03/1993;70;8.1168
0;1.7;3.1;1721;12/03/1993;71;8.2608
0;0.9;2.6;647;13/03/1993;72;3.1056
0;1.7;5.4;1266;14/03/1993;73;6.0768
1.6;1.7;7;1308;15/03/1993;74;6.2784
0;1.4;6.1;1653;16/03/1993;75;7.9344
0;1.9;7.7;1736;17/03/1993;76;8.3328
0;2.9;9.6;1941;18/03/1993;77;9.3168
0;2.3;8.7;1637;19/03/1993;78;7.8576
0;2.6;10.6;1559;20/03/1993;79;7.4832
4.2;0.855520833403861;9;537;21/03/1993;80;2.5776
6.4;0.34296167939127;6.1;238;22/03/1993;81;1.1424
4.2;0.762004558376065;5.2;639;23/03/1993;82;3.0672
0;1.1;1.1;722;24/03/1993;83;3.4656
0.2;1.5;-0.7;1209;25/03/1993;84;5.8032
0;1.3;-2.5;1479;26/03/1993;85;7.0992
0;1.9;-2;2190;27/03/1993;86;10.512
0;2.1;0.8;1935;28/03/1993;87;9.288
0;1.7;0.6;1904;29/03/1993;88;9.1392
0;2.2;6.6;2145;30/03/1993;89;10.296
0;3.2;8.8;2101;31/03/1993;90;10.0848
9.2;0.545493438389226;2.8;568;01/04/1993;91;2.7264
0;1.35325251289013;0.8;1570;02/04/1993;92;7.536
3.6;1.7;0.7;2017;03/04/1993;93;9.6816
0.4;2.1;3.2;1812;04/04/1993;94;8.6976
11.4;0.621039151218177;3.2;619;05/04/1993;95;2.9712
20;0.610454898775382;6.8;435;06/04/1993;96;2.088
10.4;0.531522502993036;6.8;370;07/04/1993;97;1.776
0;2;8.2;1806;08/04/1993;98;8.6688
0.4;1.32318797334971;9.4;869;09/04/1993;99;4.1712
3.6;1.986989019534;6.4;1604;10/04/1993;100;7.6992
4.8;0.631224095770747;1.8;715;11/04/1993;101;3.432
2.8;1.06976161903367;2.2;1133;12/04/1993;102;5.4384
4;0.800556924799291;2.2;768.703667986264;13/04/1993;103;3.68977760633407
4.6;1.5;5.1;974;14/04/1993;104;4.6752
0.2;0.9;3.5;764;15/04/1993;105;3.6672
0.4;1.3;4.3;844;16/04/1993;106;4.0512
0;2.2;4.5;1946;17/04/1993;107;9.3408
0;3.03153457357082;6.3;2491;18/04/1993;108;11.9568
0;3.4;8.9;2530;19/04/1993;109;12.144
0;4.4;10.4;2404;20/04/1993;110;11.5392
0;5.1;9.8;1919;21/04/1993;111;9.2112
5.8;1.2;6.3;489;22/04/1993;112;2.3472
0;3;8.3;1851;23/04/1993;113;8.8848
40;0.745772038384988;4.8;646;24/04/1993;114;3.1008
1.2;1.7;4.1;1405;25/04/1993;115;6.744
11.2;2.3;5.4;1755;26/04/1993;116;8.424
9.2;1.30872628703512;7.8;948;27/04/1993;117;4.5504
0;2.7;10;1334;28/04/1993;118;6.4032
0.2;2.6;7.5;1693;29/04/1993;119;8.1264
0.4;1.6;7.5;1187;30/04/1993;120;5.6976
8;1.94744824887326;6.8;1536;01/05/1993;121;7.3728
7.2;0.508589162966727;4.9;429;02/05/1993;122;2.0592
0;3.1;9.2;2536;03/05/1993;123;12.1728
0;3.2;8.4;2725;04/05/1993;124;13.08
0;3.4;10.4;2444;05/05/1993;125;11.7312
0;3.4;7.2;2821;06/05/1993;126;13.5408
1.6;1.91449140287944;7.9;1302.22771700205;07/05/1993;127;6.25069304160984
0.2;2.2;7.7;1614;08/05/1993;128;7.7472
0;3.2;8.4;2510;09/05/1993;129;12.048
25.6;2.9;10.8;1277;10/05/1993;130;6.1296
0;3;11.1;1791;11/05/1993;131;8.5968
3;2.4;10.2;1634;12/05/1993;132;7.8432
7;2.66145447746925;8.6;1940;13/05/1993;133;9.312
0.2;3.2;8.6;2567;14/05/1993;134;12.3216
1.6;1.70027094809391;7.4;1287;15/05/1993;135;6.1776
0;3.6;8.3;2855;16/05/1993;136;13.704
0;3.8;10.4;2138;17/05/1993;137;10.2624
5.6;2;11.1;661;18/05/1993;138;3.1728
27.6;1.38618315006124;9.2;927;19/05/1993;139;4.4496
1.2;1.9;7.2;1170;20/05/1993;140;5.616
0;2.8;7.6;1898;21/05/1993;141;9.1104
0;4.7;10.4;2858;22/05/1993;142;13.7184
0;5.3;12.9;2701;23/05/1993;143;12.9648
0;4.1;14.6;1882;24/05/1993;144;9.0336
0;6.5;17.5;2454;25/05/1993;145;11.7792
21;3.24339569251891;14.7;1938.71254740685;26/05/1993;146;9.30582022755288
13.6;3.2;12.9;1821;27/05/1993;147;8.7408
1.8;2.03820899034117;9.3;1409;28/05/1993;148;6.7632
0.2;4.7;11.5;2885;29/05/1993;149;13.848
5.6;1.7;10.5;947;30/05/1993;150;4.5456
0;2.9;9;2221;31/05/1993;151;10.6608
24;4.4;13.4;2648;01/06/1993;152;12.7104
3.4;1.63367976242427;9.8;1076;02/06/1993;153;5.1648
0.4;1.25462597553201;7.7;911;03/06/1993;154;4.3728
0;3.2;10.6;2360;04/06/1993;155;11.328
0;4.1;14.5;2484;05/06/1993;156;11.9232
0;5.1;15.6;2847;06/06/1993;157;13.6656
15;3.77104886634635;17.4;2191.43446536169;07/06/1993;158;10.5188854337361
0.2;4.1;17.4;2179;08/06/1993;159;10.4592
0;4.7;15.5;2445;09/06/1993;160;11.736
13.4;2.4;14.1;1209;10/06/1993;161;5.8032
9.2;1.9445792987826;8.8;1375;11/06/1993;162;6.6
12.6;1.53844542273982;6.9;1192;12/06/1993;163;5.7216
17;0.410030857549902;6.4;284;13/06/1993;164;1.3632
14;0.811334640415008;8.6;520;14/06/1993;165;2.496
0.4;1.92131581240706;10.8;1222;15/06/1993;166;5.8656
0;3.9;13;2678;16/06/1993;167;12.8544
0;3.96506399800596;13.9;2353;17/06/1993;168;11.2944
0;5.2;15.4;3140;18/06/1993;169;15.072
12;3.7905915764881;17.5;2200.79453639706;19/06/1993;170;10.5638137747059
11;3.39973737365297;15.5;2013.59311568977;20/06/1993;171;9.6652469553109
6;3.59516447507054;16.5;2107.19382604341;21/06/1993;172;10.1145303650084
5;3.02842588095958;13.6;1835.75176601784;22/06/1993;173;8.81160847688563
2.6;1.27702032757787;11.8;720;23/06/1993;174;3.456
0;3.8;10.9;2693;24/06/1993;175;12.9264
0;4.7;12.1;3094;25/06/1993;176;14.8512
0;4.7;11.7;3146;26/06/1993;177;15.1008
0;4.9;16.1;2949;27/06/1993;178;14.1552
4;5;15.9;3002;28/06/1993;179;14.4096
8;1.01154729408641;12.4;516;29/06/1993;180;2.4768
2;2.61851039195941;13.4;1525;30/06/1993;181;7.32
0;2.61756589847483;13.6;1511;01/07/1993;182;7.2528
24.2;3.07972033991476;13.5;1817;02/07/1993;183;8.7216
0;4.4;15.4;2691;03/07/1993;184;12.9168
0;4.5;16.9;2636;04/07/1993;185;12.6528
22.8;4.1;18.8;2119;05/07/1993;186;10.1712
0;3.8;10.1;2293;06/07/1993;187;11.0064
0;5.2;11.3;3158;07/07/1993;188;15.1584
0;4.4;13.4;2901;08/07/1993;189;13.9248
38.8;5.1;16;2795;09/07/1993;190;13.416
3;1.93260491091242;10.8;1230;10/07/1993;191;5.904
14.4;1.66793049800655;7.4;1261;11/07/1993;192;6.0528
3.2;1.74313028960427;8.3;1256;12/07/1993;193;6.0288
0;3.66406426673282;8.5;2722;13/07/1993;194;13.0656
0;3.99155392787337;12.5;2506;14/07/1993;195;12.0288
0.2;4.3;17.1;2560;15/07/1993;196;12.288
0.6;3.8;18;2029;16/07/1993;197;9.7392
0.2;2.94024126156057;17.1;1489;17/07/1993;198;7.1472
0;3.4;16;1946;18/07/1993;199;9.3408
12.8;1.70432465700149;11.7;1018;19/07/1993;200;4.8864
5.6;1.52680246364715;10.4;964;20/07/1993;201;4.6272
0;1.83248716409247;10.9;1153;21/07/1993;202;5.5344
0;3.48358727387717;11.8;2231;22/07/1993;203;10.7088
0;2.3;13.8;1489;23/07/1993;204;7.1472
1.2;5;17;2623;24/07/1993;205;12.5904
1;3.5;13.6;1870;25/07/1993;206;8.976
0;3.8;11.4;2658;26/07/1993;207;12.7584
0;4.1;11.6;2869;27/07/1993;208;13.7712
0;4.4;16.6;2826;28/07/1993;209;13.5648
0;4.9;19.8;2643;29/07/1993;210;12.6864
10.8;3;17.2;1372;30/07/1993;211;6.5856
0.2;3.4;12.1;2255;31/07/1993;212;10.824
0;4.2;12.4;2885;01/08/1993;213;13.848
0;4.2;16;2569;02/08/1993;214;12.3312
2;3.8;17.4;2344;03/08/1993;215;11.2512
0.2;4.75367533447563;19.5;2342;04/08/1993;216;11.2416
0.6;3.8831929331739;18.3;1950;05/08/1993;217;9.36
0;3.9;15.6;2478;06/08/1993;218;11.8944
0;4.4;16.8;2441;07/08/1993;219;11.7168
0.6;3.3;15.4;1956;08/08/1993;220;9.3888
2.4;2.4;12.2;1742;09/08/1993;221;8.3616
16.4;1.01967273005569;13;500;10/08/1993;222;2.4
0.4;2.99663366226179;14.9;1663;11/08/1993;223;7.9824
0;4.3;16.2;2622;12/08/1993;224;12.5856
0.2;4.4;18;2470;13/08/1993;225;11.856
11.8;4;19.5;1538;14/08/1993;226;7.3824
0.2;2.87502547973398;15;1581;15/08/1993;227;7.5888
0;4.1;16.9;2422;16/08/1993;228;11.6256
0;4.6;19.1;2418;17/08/1993;229;11.6064
0;4.8;20.8;2449;18/08/1993;230;11.7552
0;4;18.5;2186;19/08/1993;231;10.4928
0;4.3;16.8;2498;20/08/1993;232;11.9904
0;5.5;20.5;2181;21/08/1993;233;10.4688
0;4.1;19;1880;22/08/1993;234;9.024
14.8;1.191988388691;14.7;551;23/08/1993;235;2.6448
9.6;1.56307539705162;13.1;853;24/08/1993;236;4.0944
0.2;3.22639590727801;13.3;1928;25/08/1993;237;9.2544
8.4;2.6;13.5;2019;26/08/1993;238;9.6912
1.2;1.50041479282508;10.7;929;27/08/1993;239;4.4592
0;1.1;7.5;682;28/08/1993;240;3.2736
0;2.8;7.7;2429;29/08/1993;241;11.6592
0;3.2;10.5;2421;30/08/1993;242;11.6208
0;3;10.5;2306;31/08/1993;243;11.0688
0;3.5;10.9;2361;01/09/1993;244;11.3328
0;3.7;12.4;2336;02/09/1993;245;11.2128
0;3.1;11.5;2266;03/09/1993;246;10.8768
0;2;8.3;1539;04/09/1993;247;7.3872
0;2.4;8.1;2094;05/09/1993;248;10.0512
3.4;2.5;10.8;1360;06/09/1993;249;6.528
20;0;11.6;516;07/09/1993;250;2.4768
11.2;2.4;14;1420;08/09/1993;251;6.816
3.2;2.7;12.7;1933;09/09/1993;252;9.2784
2.8;1.26580366788711;10.1;791;10/09/1993;253;3.7968
3;0.843205405432743;10.5;469;11/09/1993;254;2.2512
18.8;2.75575641431085;10.9;1805;12/09/1993;255;8.664
8.2;2.2;8.8;1335;13/09/1993;256;6.408
7.8;0.827078795735189;7.4;585;14/09/1993;257;2.808
0.8;1.5;8.9;928;15/09/1993;258;4.4544
4.4;0.960237412569303;9.6;590;16/09/1993;259;2.832
0.6;0.9;9.3;787;17/09/1993;260;3.7776
0.6;2.1;13.8;1332;18/09/1993;261;6.3936
0;2.34286291957757;15.4;1230;19/09/1993;262;5.904
0;3.57562176492878;16.4;2097.83375500805;20/09/1993;263;10.0696020240386
20;2.5;15.9;1490;21/09/1993;264;7.152
10.4;0.523750148447084;9.9;258;22/09/1993;265;1.2384
20.2;0.958682117861319;9;615;23/09/1993;266;2.952
30.8;0.341394565807242;8.9;151;24/09/1993;267;0.7248
13.8;0.958075582827158;6.9;716;25/09/1993;268;3.4368
1.8;1.31900809411538;6.7;1025;26/09/1993;269;4.92
8.6;0.894777942004727;5.8;722;27/09/1993;270;3.4656
0.4;0.868526336992746;4.8;756;28/09/1993;271;3.6288
4.4;1.7;6.7;1519;29/09/1993;272;7.2912
1;1.1;8.8;671;30/09/1993;273;3.2208
11.6;1.4;8.6;707;01/10/1993;274;3.3936
20.6;0.534191850221564;5.6;421;02/10/1993;275;2.0208
6.4;0.542496101195248;6.2;403;03/10/1993;276;1.9344
7;0.543870239823003;8.3;325;04/10/1993;277;1.56
31.6;1.3;12.1;674;05/10/1993;278;3.2352
13;0.9;7.1;562;06/10/1993;279;2.6976
3.6;0.9;7.4;850;07/10/1993;280;4.08
3.8;0.738230128096305;6.1;573;08/10/1993;281;2.7504
0;1.3416883607172;4.8;1180;09/10/1993;282;5.664
0.2;1.5;12;1138;10/10/1993;283;5.4624
19.8;2;13.9;1282;11/10/1993;284;6.1536
3.6;1.7;10.9;1232;12/10/1993;285;5.9136
16.6;1.3;9.4;912;13/10/1993;286;4.3776
3;1.2;7.2;800;14/10/1993;287;3.84
2.8;0.326149007290812;5.4;248;15/10/1993;288;1.1904
4.2;0.7;6.9;579;16/10/1993;289;2.7792
9.4;1.78855141770045;10;1177;17/10/1993;290;5.6496
7.6;1.38344455117657;9.6;903;18/10/1993;291;4.3344
0.2;1.75259870728902;9.2;1202;19/10/1993;292;5.7696
13.4;1.46221010159603;6;1194;20/10/1993;293;5.7312
0.6;0.545148066772347;1.9;620;21/10/1993;294;2.976
1.4;0.213797433812063;-0.4;393;22/10/1993;295;1.8864
1.6;0.0838605517231683;0.1;219;23/10/1993;296;1.0512
4;0.0245845346307324;0.1;152;24/10/1993;297;0.7296
0.6;0.11358660160379;0.6;230;25/10/1993;298;1.104
0;1.09762107648642;2.4;1144;26/10/1993;299;5.4912
0;0.6;4.1;1242;27/10/1993;300;5.9616
0.4;1.4;8.3;937;28/10/1993;301;4.4976
0.2;0.9;8.6;1031;29/10/1993;302;4.9488
0;0.9;7.8;1152;30/10/1993;303;5.5296
0;0.9;7.4;967;31/10/1993;304;4.6416
0.2;0.654154962789987;8.8;392;01/11/1993;305;1.8816
0;0.7;10.8;748;02/11/1993;306;3.5904
1.4;0.7;10.4;352;03/11/1993;307;1.6896
1.2;0.942267019712623;10.6;536;04/11/1993;308;2.5728
0;0.6;9.6;723;05/11/1993;309;3.4704
0;0.5;7.9;780;06/11/1993;310;3.744
0;0.121202938062776;3;144;07/11/1993;311;0.6912
0;0.148984004386471;1.8;217;08/11/1993;312;1.0416
0.2;0.232883428792731;3.4;237;09/11/1993;313;1.1376
4.4;0.3;1.2;427;10/11/1993;314;2.0496
4.6;0.168023159365799;3.6;168;11/11/1993;315;0.8064
0;0.701401005204402;1.1;838;12/11/1993;316;4.0224
0.2;0.5;1.8;638;13/11/1993;317;3.0624
1.6;0.226038151852908;4.2;201;14/11/1993;318;0.9648
0.2;0.2;-1;228;15/11/1993;319;1.0944
0;0.2;-0.7;936;16/11/1993;320;4.4928
0;0.8;1.8;931;17/11/1993;321;4.4688
0;0;1.5;854;18/11/1993;322;4.0992
0;0.2;0.5;809;19/11/1993;323;3.8832
0;0.475029398833443;-2.4;862;20/11/1993;324;4.1376
0;0;-7.1;764;21/11/1993;325;3.6672
0;0.2;-6.2;872;22/11/1993;326;4.1856
0;0.8;-3.1;541;23/11/1993;327;2.5968
0.4;0.261313021656704;1.8;333;24/11/1993;328;1.5984
0.2;0.661954575851094;4.7;576;25/11/1993;329;2.7648
0;0.4;3.2;798;26/11/1993;330;3.8304
0;0.4;2.7;800;27/11/1993;331;3.84
0;0.5;2.4;798;28/11/1993;332;3.8304
0;0.1;0;813;29/11/1993;333;3.9024
10.2;0.00238740705974112;1.2;86;30/11/1993;334;0.4128
3.6;0.180130652352828;0.5;308;01/12/1993;335;1.4784
5.8;0.0924515059977695;1.4;174;02/12/1993;336;0.8352
0;0.936473177368501;7.5;668;03/12/1993;337;3.2064
1.6;0.4;7.6;708;04/12/1993;338;3.3984
0;0.325379158690766;0;498;05/12/1993;339;2.3904
0.6;0.4;1.5;321;06/12/1993;340;1.5408
13.6;0.0571203213051267;1;152;07/12/1993;341;0.7296
13.2;0.0825621854287494;4.3;66;08/12/1993;342;0.3168
3.4;0.206682737561442;5.2;150;09/12/1993;343;0.72
22.4;0.224971097688275;6.1;138;10/12/1993;344;0.6624
1.4;0.0702380710439252;0;208;11/12/1993;345;0.9984
3.4;0.205475644510175;1.9;271;12/12/1993;346;1.3008
5.4;0;3.8;143;13/12/1993;347;0.6864
5.6;0.168090561865792;0.9;276;14/12/1993;348;1.3248
16;0.120589849930962;-0.1;270;15/12/1993;349;1.296
7;0.140368305099115;0.9;246;16/12/1993;350;1.1808
2;0.0912715272220291;1.6;165;17/12/1993;351;0.792
0;0.558374010671583;3.8;527;18/12/1993;352;2.5296
4;0.0815430609697501;4.2;68;19/12/1993;353;0.3264
20.6;0.169469390848826;8.4;32;20/12/1993;354;0.1536
5;0.663757953806992;1.5;703.183170738711;21/12/1993;355;3.37527921954581
10;0.136104779979554;-1.2;450.461252783865;22/12/1993;356;2.16221401336255
20;0.487873562531179;0.6;618.942531420429;23/12/1993;357;2.97092415081806
7;0;-4.1;179.019192758289;24/12/1993;358;0.859292125239787
18;0;-2;151;25/12/1993;359;0.7248
1;0.0181789798255636;-5.3;457;26/12/1993;360;2.1936
0;0;-9.2;586;27/12/1993;361;2.8128
0.4;0;-6.3;483;28/12/1993;362;2.3184
6.6;0.1817048314662;1.2;277;29/12/1993;363;1.3296
3.2;0.3;4.2;643;30/12/1993;364;3.0864
21.8;0.209203880082043;4.1;189;31/12/1993;365;0.9072
5.2;0.295872047773163;1;409;01/01/1994;366;1.9632
18.4;0.0311232459791298;2.5;72;02/01/1994;367;0.3456
6;0.491629812337044;6.1;364;03/01/1994;368;1.7472
5;0.201034968286987;1.3;293;04/01/1994;369;1.4064
4;0.143173882803528;1.8;211;05/01/1994;370;1.0128
9;0.260762689692218;2.5;301;06/01/1994;371;1.4448
0.2;0.161385986395214;-0.9;359;07/01/1994;372;1.7232
0.6;0.332516457771148;-2.1;651;08/01/1994;373;3.1248
0;0.423415044331006;-0.7;658;09/01/1994;374;3.1584
11.6;0.0151193275291813;1.5;89;10/01/1994;375;0.4272
1;0.224459150624702;0.9;337;11/01/1994;376;1.6176
2;0.201560934104286;2.8;230;12/01/1994;377;1.104
0.2;0.3;6.6;229;13/01/1994;378;1.0992
4.8;0.143805549433872;3;166;14/01/1994;379;0.7968
1.4;0.332310092373813;-0.1;512;15/01/1994;380;2.4576
2.8;0.216377786545125;-0.4;396;16/01/1994;381;1.9008
0.2;0;-5.6;564;17/01/1994;382;2.7072
0;0.5;-5.5;931;18/01/1994;383;4.4688
0;0.3;-6.1;919;19/01/1994;384;4.4112
0;0.2;-7.5;524;20/01/1994;385;2.5152
0;0;-6;1.17784308635999;21/01/1994;386;0.00565364681452795
0;0.6;-0.5;960;22/01/1994;387;4.608
3.6;0.368586736299481;-3.8;852;23/01/1994;388;4.0896
27.2;0.186476781196749;1.7;260;24/01/1994;389;1.248
11.2;0.198394629261887;3.9;186;25/01/1994;390;0.8928
0;0.352691653073872;1.5;443;26/01/1994;391;2.1264
13;0.0797526798624063;2.2;131;27/01/1994;392;0.6288
1.2;0.393215459153904;0.3;556;28/01/1994;393;2.6688
0;0.2;0.2;990;29/01/1994;394;4.752
0;0.3;3.4;1020;30/01/1994;395;4.896
0;0.2;1.6;876;31/01/1994;396;4.2048
0;0.3;1.3;925;01/02/1994;397;4.44
0;0.8;3.4;478;02/02/1994;398;2.2944
28.6;0.212370111965732;3.2;225;03/02/1994;399;1.08
11.2;0.215605336134099;-0.8;418;04/02/1994;400;2.0064
7.6;0.111995952162482;-2.1;367;05/02/1994;401;1.7616
0;0.396410169867516;-2;725;06/02/1994;402;3.48
0.4;0.0520336599598505;-6.1;586;07/02/1994;403;2.8128
0.2;0.479913507640255;-1.1;756;08/02/1994;404;3.6288
10.2;0.252632482905722;-2;541;09/02/1994;405;2.5968
0.2;0.824738154158899;0.8;995;10/02/1994;406;4.776
12.4;0.162119304933545;-3.8;554;11/02/1994;407;2.6592
0;0.6;-2.3;1334;12/02/1994;408;6.4032
0;0.4;-5.3;1017;13/02/1994;409;4.8816
0;0.11916299370976;-3.8;492;14/02/1994;410;2.3616
0;0.2;-0.7;785;15/02/1994;411;3.768
0;0.994104112050781;-0.6;1322;16/02/1994;412;6.3456
0;0.5;-2.3;1389;17/02/1994;413;6.6672
5.2;0.0776312689552035;-3.1;384;18/02/1994;414;1.8432
5.2;0.237397849412369;0.8;356;19/02/1994;415;1.7088
15.6;0.477955076519214;1;605;20/02/1994;416;2.904
1;0.835263499254596;1.4;957;21/02/1994;417;4.5936
0;1;3.7;1240;22/02/1994;418;5.952
12.6;0.5;2.2;490;23/02/1994;419;2.352
11.4;0.351369906192322;1.8;426;24/02/1994;420;2.0448
0;1.48512191795213;5;1292;25/02/1994;421;6.2016
0;1.8;6.3;1078;26/02/1994;422;5.1744
3.4;1.1;5.4;535;27/02/1994;423;2.568
0.2;1.2;7;1159;28/02/1994;424;5.5632
0;0.7;3.7;497;01/03/1994;425;2.3856
5.6;0.901774710278806;3.5;869;02/03/1994;426;4.1712
10.2;0.266174801291854;5.3;199;03/03/1994;427;0.9552
0;1.6;5.8;1536;04/03/1994;428;7.3728
0;2.8;8.6;1278;05/03/1994;429;6.1344
0;1;6.4;663;06/03/1994;430;3.1824
0;1.4;4.4;1682;07/03/1994;431;8.0736
0;1.7;7.6;1636;08/03/1994;432;7.8528
0;1.9;10.9;1698;09/03/1994;433;8.1504
0;1.09300813981964;7.9;772;10/03/1994;434;3.7056
0;2.3;9.4;1642;11/03/1994;435;7.8816
4;0.181494552407724;4.2;160;12/03/1994;436;0.768
7.8;0.213506031246002;2.4;258;13/03/1994;437;1.2384
0.2;0.833052941765667;4.7;730;14/03/1994;438;3.504
1.2;0.622775869095711;3.9;582;15/03/1994;439;2.7936
0.2;1.02569373452179;4.6;910;16/03/1994;440;4.368
0;0.8;1.8;616;17/03/1994;441;2.9568
0;1.5;4.1;1838;18/03/1994;442;8.8224
0;0.6;1.8;713;19/03/1994;443;3.4224
0.8;0.439649116838251;3.6;425;20/03/1994;444;2.04
11.4;0.346555578415153;4.1;316;21/03/1994;445;1.5168
0;1.91629864814614;5;1675;22/03/1994;446;8.04
0;1.9;7.4;1835;23/03/1994;447;8.808
0;2.2;9.1;1980;24/03/1994;448;9.504
3;2.4;10.1;2042;25/03/1994;449;9.8016
0.2;1.3;4.9;726;26/03/1994;450;3.4848
0;2.5;5;2178;27/03/1994;451;10.4544
0;2;6.9;1741;28/03/1994;452;8.3568
0;1.4;8.7;874;29/03/1994;453;4.1952
0;3.4;10.7;1698;30/03/1994;454;8.1504
0.8;1.8;8.1;917;31/03/1994;455;4.4016
15.8;0.59879652500374;4.5;529;01/04/1994;456;2.5392
14;0.626392007605356;-1.4;961;02/04/1994;457;4.6128
4.6;1.5953493812524;-1;2091;03/04/1994;458;10.0368
7.8;0.716365359146453;1.7;810;04/04/1994;459;3.888
6.8;0.996124125431003;0.2;1240;05/04/1994;460;5.952
9.4;1.05915063898462;1.4;1193;06/04/1994;461;5.7264
21.6;0.466922204498559;2.7;496;07/04/1994;462;2.3808
8.2;1.10528228283332;0.3;1352;08/04/1994;463;6.4896
14;0.819320208503983;-0.4;1097;09/04/1994;464;5.2656
4.8;1.03914997559818;-1.4;1470;10/04/1994;465;7.056
0.2;1.1;-0.5;1151;11/04/1994;466;5.5248
0.4;0.32596058691719;0.4;475;12/04/1994;467;2.28
13.8;0.786576986754195;1.5;898;13/04/1994;468;4.3104
5.6;0.721183369571955;-0.9;1029;14/04/1994;469;4.9392
0;0;-4.1;179.019192758289;15/04/1994;470;0.859292125239787
9;1.2;-0.5;1280;16/04/1994;471;6.144
0.2;0.29154848934869;1.2;394;17/04/1994;472;1.8912
0;0.615843830044411;0.7;775;18/04/1994;473;3.72
0;1.1;2.3;962;19/04/1994;474;4.6176
1;1.52315245011972;4;1413;20/04/1994;475;6.7824
0.2;2.08439237539068;5.8;1743;21/04/1994;476;8.3664
0;3.4;7.7;2472;22/04/1994;477;11.8656
9.4;1.8;7.9;886;23/04/1994;478;4.2528
32.4;1.48982954978885;8.1;1072;24/04/1994;479;5.1456
1.2;1.30403224563844;3.8;1226;25/04/1994;480;5.8848
1.6;0.731518085206011;5.3;607;26/04/1994;481;2.9136
0;2.5;9.1;2051;27/04/1994;482;9.8448
